Date,Open Price,High Price,Low Price,Last Price,VWAP (Vol Weighted Average Price),Volume
1/16/18,2.56282,2.56282,2.55388,2.55643,2.556,86091
1/17/18,2.55282,2.55538,2.54003,2.54771,2.5472,82903
1/18/18,2.548,2.57102,2.548,2.57102,2.5627,45856
1/19/18,2.57099,2.57099,2.55052,2.55308,2.5558,124533
1/22/18,2.57096,2.57096,2.55817,2.55817,2.5681,112346
1/23/18,2.58381,2.59661,2.56463,2.59661,2.5904,57595
1/24/18,2.59657,2.60936,2.59018,2.60297,2.5977,41200
1/25/18,2.6033,2.6033,2.59051,2.59051,2.5971,74977
1/26/18,2.59034,2.60953,2.59034,2.60313,2.5999,162327
1/29/18,2.60953,2.63511,2.60953,2.62872,2.6293,187900
1/30/18,2.6343,2.6343,2.58955,2.59594,2.6039,153221
1/31/18,2.57613,2.59531,2.56974,2.58892,2.5814,131479
2/1/18,2.59544,2.59544,2.58266,2.58266,2.5913,25618
2/2/18,2.58266,2.58266,2.56987,2.57627,2.5785,75646
2/5/18,2.43182,2.53411,2.43182,2.51365,2.5058,154411
2/6/18,2.42982,2.42982,2.32751,2.371,2.3472,594100
2/7/18,2.44554,2.47113,2.43787,2.44554,2.4554,252929
2/8/18,2.44429,2.44941,2.42895,2.44429,2.4384,43210
2/9/18,2.36609,2.44539,2.36609,2.39167,2.3778,258686
2/12/18,2.39374,2.41676,2.39374,2.40908,2.4103,105099
2/13/18,2.42375,2.45698,2.41608,2.41608,2.4264,114151
2/14/18,2.44189,2.45212,2.42911,2.44445,2.4392,50100
2/15/18,2.47264,2.48031,2.47264,2.48031,2.4787,46001
2/16/18,2.47264,2.48031,2.47264,2.48031,2.4787,46001
2/19/18,2.47264,2.48031,2.47264,2.48031,2.4787,46001
2/20/18,2.68388,2.68388,2.49217,2.5024,2.5074,163949
2/21/18,2.50224,2.53546,2.49457,2.50735,2.5161,43287
2/22/18,2.50754,2.50754,2.45897,2.46409,2.4823,70912
2/23/18,2.48223,2.49757,2.4669,2.49246,2.4895,68600
2/26/18,2.49252,2.5232,2.49252,2.5232,2.518,64328
2/27/18,2.54009,2.55287,2.53242,2.54775,2.5473,69034
2/28/18,2.54782,2.55293,2.51204,2.51204,2.5193,80280
3/1/18,2.51163,2.51163,2.48096,2.49374,2.4901,103594
3/2/18,2.49288,2.49288,2.44946,2.45201,2.4548,90600
3/5/18,2.44858,2.46135,2.44092,2.44092,2.453,63117
3/6/18,2.48417,2.49438,2.48417,2.49183,2.4907,82277
3/7/18,2.49107,2.49107,2.46044,2.46554,2.471,97434
3/8/18,2.47902,2.49433,2.47392,2.49177,2.4921,96958
3/9/18,2.5162,2.5162,2.506,2.506,2.51,28868
3/12/18,2.55083,2.56358,2.54317,2.56358,2.5607,205905
3/13/18,2.55086,2.56999,2.55086,2.55723,2.5517,32780
3/14/18,2.56335,2.56973,2.52764,2.53529,2.5494,87001
3/15/18,2.53255,2.53255,2.48664,2.52745,2.5256,73777
3/16/18,2.52738,2.52738,2.51973,2.51973,2.5223,71103
3/19/18,2.51948,2.51948,2.50928,2.50928,2.5172,57960
3/20/18,2.50618,2.50618,2.48834,2.49343,2.4927,77430
3/21/18,2.49302,2.50322,2.48792,2.49812,2.4954,68910
3/22/18,2.49493,2.49493,2.472,2.472,2.4895,47091
3/23/18,2.43962,2.43962,2.39883,2.41922,2.41,413793
3/26/18,2.41907,2.41907,2.38848,2.41397,2.4075,249394
3/27/18,2.44683,2.45702,2.44173,2.44683,2.4484,94967
3/28/18,2.44667,2.44667,2.3855,2.42118,2.4028,202131
3/29/18,2.39536,2.4081,2.38262,2.39536,2.3932,135050
3/30/18,2.39536,2.4081,2.38262,2.39536,2.3932,135050
4/2/18,2.39536,2.4081,2.38262,2.39536,2.3932,135050
4/3/18,2.38247,2.38247,2.35954,2.36973,2.3669,287323
4/4/18,2.37482,2.39521,2.36463,2.36463,2.3814,220148
4/5/18,2.37482,2.39521,2.36463,2.36463,2.3814,220148
4/6/18,2.39539,2.43617,2.39539,2.41323,2.4065,114840
4/9/18,2.41302,2.41302,2.38753,2.39518,2.3975,57556
4/10/18,2.36955,2.45108,2.36955,2.41796,2.4172,69674
4/11/18,2.43318,2.43318,2.41535,2.42044,2.4221,347700
4/12/18,2.42806,2.44844,2.40767,2.42551,2.4241,64121
4/13/18,2.42803,2.44586,2.42803,2.43822,2.4348,37242
4/16/18,2.44841,2.46624,2.43312,2.44331,2.4395,64644
4/17/18,2.44844,2.46627,2.44844,2.45863,2.4599,21381
4/18/18,2.47646,2.48411,2.47646,2.48411,2.4804,36639
4/19/18,2.48207,2.48461,2.47187,2.48207,2.4811,50310
4/20/18,2.47313,2.47313,2.46039,2.46039,2.4688,107506
4/23/18,2.46079,2.46079,2.43529,2.43784,2.4432,68119
4/24/18,2.44658,2.46696,2.43638,2.44913,2.4472,45000
4/25/18,2.43915,2.4417,2.40092,2.40856,2.4092,68557
4/26/18,2.40875,2.42914,2.396,2.4113,2.4144,173800
4/27/18,2.42613,2.44651,2.42613,2.44397,2.4419,14022
4/30/18,2.44378,2.45397,2.44378,2.44888,2.451,34828
5/1/18,2.44378,2.45397,2.44378,2.44888,2.451,34828
5/2/18,2.44847,2.44847,2.42299,2.43064,2.4268,78109
5/3/18,2.4206,2.4206,2.40531,2.40786,2.409,25449
5/4/18,2.40525,2.41034,2.3976,2.40525,2.4051,14500
5/7/18,2.44083,2.46121,2.43828,2.44337,2.4454,58198
5/8/18,2.44347,2.46385,2.44092,2.44092,2.4465,176750
5/9/18,2.44334,2.45353,2.4408,2.45353,2.4446,305504
5/10/18,2.46634,2.47398,2.4536,2.46888,2.4709,54900
5/11/18,2.48156,2.50959,2.48156,2.4892,2.4915,123484
5/14/18,2.5072,2.50975,2.49955,2.50465,2.5049,48088
5/15/18,2.52487,2.52487,2.49175,2.49685,2.4964,55608
5/16/18,2.48917,2.48917,2.47643,2.47898,2.4799,204124
5/17/18,2.47901,2.4943,2.47901,2.48156,2.4873,183800
5/18/18,2.49433,2.49688,2.48924,2.49178,2.4933,50169
5/21/18,2.50987,2.50987,2.49204,2.49713,2.4986,103487
5/22/18,2.50987,2.50987,2.49204,2.49713,2.4986,103487
5/23/18,2.49436,2.49436,2.48162,2.48162,2.4865,49826
5/24/18,2.48219,2.50258,2.48219,2.50003,2.497,35632
5/25/18,2.50832,2.50832,2.49812,2.49812,2.5034,27827
5/28/18,2.50073,2.51348,2.49818,2.50073,2.5002,52195
5/29/18,2.5008,2.50335,2.47785,2.48295,2.4886,69536
5/30/18,2.47203,2.47458,2.45929,2.47458,2.4623,95334
5/31/18,2.47571,2.50121,2.47571,2.50121,2.4963,42409
6/1/18,2.50067,2.53636,2.48028,2.49047,2.4885,46651
6/4/18,2.47785,2.51099,2.4753,2.51099,2.5079,22020
6/5/18,2.51293,2.51548,2.51039,2.51548,2.5153,219702
6/6/18,2.52571,2.53081,2.52316,2.52826,2.5259,542084
6/7/18,2.52845,2.54884,2.52845,2.54884,2.5457,181216
6/8/18,2.54923,2.57472,2.51099,2.53394,2.5436,39224
6/11/18,2.54374,2.55521,2.5412,2.54629,2.547,37992
6/12/18,2.54884,2.55521,2.54629,2.54884,2.5506,121169
6/13/18,2.54829,2.56103,2.54829,2.56103,2.5565,36578
6/14/18,2.54816,2.55453,2.53542,2.53797,2.5425,92027
6/15/18,2.53771,2.55427,2.53771,2.5428,2.5461,36281
6/18/18,2.53771,2.55427,2.53771,2.5428,2.5461,36281
6/19/18,2.54293,2.54293,2.50981,2.51491,2.5284,91760
6/20/18,2.51819,2.54113,2.51819,2.53858,2.5345,61900
6/21/18,2.54155,2.55557,2.53645,2.54155,2.5457,37443
6/22/18,2.53603,2.54878,2.52074,2.52839,2.5259,53342
6/25/18,2.53594,2.54103,2.51045,2.513,2.5195,113201
6/26/18,2.44362,2.50987,2.44362,2.49968,2.4985,512653
6/27/18,2.49755,2.5001,2.48226,2.48226,2.4925,53856
6/28/18,2.48213,2.49487,2.46684,2.49487,2.4867,727851
6/29/18,2.50822,2.51077,2.49548,2.50567,2.5041,140946
7/2/18,2.50822,2.51077,2.49548,2.50567,2.5041,140946
7/3/18,2.50609,2.50609,2.47549,2.49844,2.4902,99264
7/4/18,2.49895,2.49895,2.48365,2.48875,2.4893,19140
7/5/18,2.48761,2.49016,2.48251,2.48761,2.4878,34900
7/6/18,2.49213,2.50997,2.49213,2.49978,2.5013,105504
7/9/18,2.53032,2.53797,2.52777,2.53542,2.5337,53025
7/10/18,2.54829,2.55466,2.54829,2.55466,2.5544,277970
7/11/18,2.50723,2.5429,2.50723,2.53781,2.5351,96956
7/12/18,2.52268,2.55453,2.52268,2.54561,2.5421,62153
7/13/18,2.56087,2.56724,2.56087,2.56724,2.5657,50725
7/16/18,2.56724,2.57361,2.56087,2.56724,2.5649,78068
7/17/18,2.55456,2.56093,2.54819,2.55456,2.5576,56604
7/18/18,2.57972,2.6052,2.56698,2.57335,2.5722,40571
7/19/18,2.57968,2.57968,2.56694,2.57331,2.576,46398
7/20/18,2.57335,2.57335,2.55424,2.56061,2.5623,10196
7/23/18,2.56106,2.56743,2.54832,2.56106,2.558,40854
7/24/18,2.57426,2.58064,2.56789,2.56789,2.5768,27500
7/25/18,2.57459,2.58097,2.56822,2.57459,2.5737,56972
7/26/18,2.57377,2.59926,2.57377,2.59289,2.5913,21900
7/27/18,2.58651,2.60563,2.58651,2.60563,2.6039,16137
7/30/18,2.60569,2.60569,2.56747,2.58021,2.5769,126296
7/31/18,2.58001,2.58001,2.5609,2.56727,2.5672,46950
8/1/18,2.57358,2.58632,2.57358,2.57358,2.576,72702
8/2/18,2.57982,2.58618,2.56708,2.56708,2.5712,211178
8/3/18,2.58635,2.62457,2.58635,2.59272,2.5928,34658
8/6/18,2.59919,2.60556,2.59919,2.59919,2.6019,93595
8/7/18,2.6052,2.64978,2.6052,2.64978,2.6113,90097
8/8/18,2.64982,2.64982,2.6116,2.61797,2.6228,126536
8/9/18,2.62427,2.64338,2.60516,2.6179,2.6167,63558
8/10/18,2.61797,2.61797,2.60523,2.60523,2.6145,152269
8/13/18,2.59876,2.59876,2.57965,2.59239,2.5899,47527
8/14/18,2.59236,2.59873,2.59236,2.59873,2.5955,25622
8/15/18,2.6051,2.6051,2.59236,2.6051,2.5999,56049
8/16/18,2.59886,2.59886,2.58612,2.59249,2.5936,61971
8/17/18,2.61163,2.61163,2.60526,2.61163,2.6093,56965
8/20/18,2.62434,2.62434,2.6116,2.62434,2.6193,329845
8/21/18,2.62434,2.62434,2.6116,2.6116,2.6212,38000
8/22/18,2.61797,2.63071,2.6116,2.61797,2.6165,25628
8/23/18,2.61787,2.62424,2.6115,2.61787,2.62,40864
8/24/18,2.62424,2.62424,2.61787,2.62424,2.624,33228
8/27/18,2.62424,2.64335,2.62424,2.64335,2.6395,65348
8/28/18,2.64985,2.67533,2.64985,2.66259,2.662,63359
8/29/18,2.66286,2.6756,2.65012,2.66286,2.6599,95882
8/30/18,2.67536,2.67536,2.65625,2.65625,2.6581,424811
8/31/18,2.65639,2.66276,2.65002,2.65639,2.6588,202262
9/3/18,2.67547,2.67547,2.65636,2.66273,2.6626,115585
9/4/18,2.66262,2.67536,2.65625,2.66262,2.6635,28758
9/5/18,2.66262,2.66262,2.63714,2.64988,2.6517,396698
9/6/18,2.66249,2.67523,2.63701,2.64338,2.6411,75771
9/7/18,2.63698,2.63698,2.62424,2.63698,2.6331,39412
9/10/18,2.63701,2.64338,2.63064,2.64338,2.6364,55742
9/11/18,2.64348,2.64348,2.63711,2.64348,2.6387,28832
9/12/18,2.64368,2.65005,2.63731,2.65005,2.6442,21500
9/13/18,2.65026,2.65663,2.63751,2.64388,2.6469,36549
9/14/18,2.6508,2.66991,2.6508,2.66354,2.6581,43392
9/17/18,2.66415,2.66415,2.6514,2.66415,2.6617,88524
9/18/18,2.65832,2.65832,2.62007,2.65832,2.6464,207781
9/19/18,2.66419,2.67056,2.65781,2.66419,2.6648,18699
9/20/18,2.66497,2.67134,2.66497,2.66497,2.6685,57874
9/21/18,2.68886,2.72087,2.68246,2.70166,2.6946,200558
9/24/18,2.69516,2.70796,2.66955,2.66955,2.6816,219022
9/25/18,2.69516,2.70796,2.66955,2.66955,2.6816,219022
9/26/18,2.67664,2.69585,2.67664,2.68304,2.6835,45230
9/27/18,2.66839,2.71318,2.66199,2.67479,2.6711,89400
9/28/18,2.67076,2.67715,2.67076,2.67076,2.6754,35836
10/1/18,2.67076,2.67715,2.67076,2.67076,2.6754,35836
10/2/18,2.68079,2.68079,2.66165,2.66165,2.6637,366363
10/3/18,2.67339,2.67977,2.66701,2.67339,2.6729,175420
10/4/18,2.68021,2.68659,2.66107,2.66745,2.6654,91645
10/5/18,2.62261,2.6609,2.62261,2.64814,2.6522,79407
10/8/18,2.64973,2.68165,2.63057,2.63696,2.641,73283
10/9/18,2.63605,2.64243,2.62966,2.63605,2.6319,79665
10/10/18,2.64105,2.64105,2.62191,2.62829,2.632,55979
10/11/18,2.6033,2.6033,2.50632,2.51908,2.5219,243821
10/12/18,2.52186,2.54228,2.5142,2.53717,2.5249,262083
10/15/18,2.53694,2.54715,2.51142,2.51397,2.5208,72123
10/16/18,2.50096,2.52137,2.50096,2.51627,2.5093,123632
10/17/18,2.50096,2.52137,2.50096,2.51627,2.5093,123632
10/18/18,2.52357,2.5644,2.52357,2.5644,2.5602,63200
10/19/18,2.53549,2.56992,2.53294,2.53804,2.5466,70310
10/22/18,2.53839,2.53839,2.51799,2.53839,2.5334,285543
10/23/18,2.54127,2.54127,2.48514,2.49279,2.4965,63250
10/24/18,2.44851,2.50717,2.44851,2.49442,2.4919,93600
10/25/18,2.43078,2.44609,2.42823,2.44609,2.4365,244624
10/26/18,2.4721,2.4721,2.42618,2.43893,2.4411,102477
10/29/18,2.43781,2.44546,2.41741,2.43526,2.4355,123509
10/30/18,2.43473,2.43473,2.41179,2.43473,2.4247,70887
10/31/18,2.4357,2.46885,2.4357,2.4663,2.4652,38213
11/1/18,2.48829,2.49084,2.46277,2.48064,2.4814,63616
11/2/18,2.50505,2.53572,2.49738,2.5255,2.5212,50388
11/5/18,2.51836,2.51836,2.47749,2.4826,2.4853,56057
11/6/18,2.50495,2.51261,2.50239,2.51261,2.5084,64037
11/7/18,2.519,2.56115,2.519,2.53177,2.5309,138633
11/8/18,2.57426,2.58065,2.56787,2.58065,2.5768,66500
11/9/18,2.55379,2.57933,2.55379,2.55379,2.5613,168984
11/12/18,2.53998,2.55275,2.52211,2.53232,2.546,83364
11/13/18,2.50345,2.52388,2.49068,2.506,2.5012,26543
11/14/18,2.49719,2.5023,2.49208,2.49464,2.4971,32667
11/15/18,2.47746,2.48257,2.45192,2.48001,2.4704,40906
11/16/18,2.48011,2.49799,2.48011,2.48777,2.4916,136067
11/19/18,2.50246,2.50246,2.49735,2.50246,2.501,10898
11/20/18,2.49796,2.49796,2.45454,2.45964,2.4627,68759
11/21/18,2.4257,2.4257,2.41804,2.4257,2.4219,80020
11/22/18,2.43924,2.43924,2.41625,2.42392,2.4186,32975
11/23/18,2.41568,2.4259,2.40801,2.41056,2.4145,33095
11/26/18,2.41044,2.42322,2.40021,2.42322,2.4134,111585
11/27/18,2.43703,2.44725,2.42426,2.43703,2.4336,54846
11/28/18,2.44869,2.46147,2.44613,2.45891,2.456,61400
11/29/18,2.49786,2.50553,2.4953,2.49786,2.4993,40298
11/30/18,2.49981,2.5177,2.49725,2.50492,2.5006,364347
12/3/18,2.52841,2.57831,2.52841,2.57831,2.57,120024
12/4/18,2.569,2.569,2.53184,2.53697,2.5411,124049
12/5/18,2.50624,2.50624,2.4704,2.47552,2.4763,53805
12/6/18,2.47571,2.50643,2.43219,2.45267,2.4396,51448
12/7/18,2.46733,2.46733,2.44686,2.44686,2.4569,15553
12/10/18,2.39801,2.44152,2.38522,2.39801,2.3963,62121
12/11/18,2.40505,2.42296,2.39481,2.40505,2.4103,114925
12/12/18,2.43172,2.43172,2.4138,2.42404,2.4276,56932
12/13/18,2.4241,2.43434,2.40106,2.43434,2.4236,69834
12/14/18,2.4324,2.4324,2.39912,2.40424,2.4034,36616
12/17/18,2.40137,2.40137,2.38345,2.38601,2.3911,67254
12/18/18,2.36585,2.36585,2.33004,2.34027,2.342,88454
12/19/18,2.3386,2.3386,2.32582,2.33604,2.3321,97929
12/20/18,2.33221,2.33221,2.27345,2.27601,2.2872,210156
12/21/18,2.28567,2.28567,2.25758,2.27546,2.2713,120881
12/24/18,2.27505,2.27505,2.21377,2.22143,2.2251,127500
12/25/18,2.27505,2.27505,2.21377,2.22143,2.2251,127500
12/26/18,2.27505,2.27505,2.21377,2.22143,2.2251,127500
12/27/18,2.25818,2.27351,2.24797,2.24797,2.2579,128677
12/28/18,2.28088,2.39327,2.24768,2.28344,2.2798,131852
12/31/18,2.2982,2.2982,2.28544,2.2931,2.2927,76500
1/1/19,2.2982,2.2982,2.28544,2.2931,2.2927,76500
1/2/19,2.36102,2.36102,2.25892,2.25892,2.2935,337468
1/3/19,2.27308,2.27308,2.2552,2.26031,2.2621,76305
1/4/19,2.25407,2.25918,2.22344,2.25663,2.2439,47000
1/7/19,2.33036,2.33036,2.30484,2.3176,2.3181,89582
1/8/19,2.34736,2.35246,2.3295,2.3346,2.3374,52738
1/9/19,2.35294,2.3657,2.34784,2.35549,2.3588,44514
1/10/19,2.35519,2.37305,2.34243,2.34754,2.3469,39025
1/11/19,2.36741,2.37251,2.3521,2.36486,2.366,45654
1/14/19,2.37169,2.38189,2.34874,2.34874,2.3594,21564
1/15/19,2.36125,2.3791,2.35105,2.374,2.3696,28912
1/16/19,2.37916,2.38936,2.37661,2.38681,2.3859,53646
1/17/19,2.39698,2.39698,2.37913,2.37913,2.3901,14000
1/18/19,2.4097,2.4199,2.3944,2.4097,2.4144,61501
1/21/19,2.41179,2.44238,2.41179,2.43218,2.4305,43801
1/22/19,2.44216,2.44216,2.41922,2.42177,2.4379,39800
1/23/19,2.40881,2.41391,2.40371,2.40881,2.4107,30066
1/24/19,2.40383,2.41658,2.40383,2.40893,2.4126,22300
1/25/19,2.44736,2.44736,2.41167,2.42186,2.4217,44900
1/28/19,2.42665,2.43175,2.42155,2.42155,2.427,247268
1/29/19,2.41649,2.41649,2.40119,2.40884,2.406,100862
1/30/19,2.40915,2.4168,2.39385,2.40915,2.4082,62553
1/31/19,2.41879,2.47996,2.41879,2.45447,2.4539,264768
2/1/19,2.45948,2.47732,2.45183,2.46967,2.4691,258318
2/4/19,2.47241,2.47751,2.46476,2.47496,2.4764,41900
2/5/19,2.47241,2.47751,2.46476,2.47496,2.4764,41900
2/6/19,2.47241,2.47751,2.46476,2.47496,2.4764,41900
2/7/19,2.47241,2.47751,2.46476,2.47496,2.4764,41900
2/8/19,2.47461,2.47971,2.45932,2.46442,2.4669,91323
2/11/19,2.46184,2.47713,2.46184,2.47203,2.4737,47700
2/12/19,2.47178,2.49471,2.47178,2.48707,2.4898,283058
2/13/19,2.48704,2.52271,2.48704,2.52016,2.5167,49100
2/14/19,2.47222,2.52319,2.47222,2.52319,2.5154,39729
2/15/19,2.50261,2.50516,2.49752,2.49752,2.5018,32864
2/18/19,2.53071,2.546,2.51032,2.53326,2.5366,62757
2/19/19,2.53552,2.54316,2.53552,2.53552,2.5378,184700
2/20/19,2.53784,2.54548,2.53529,2.54293,2.5406,19878
2/21/19,2.53348,2.58701,2.52329,2.56152,2.5514,318596
2/22/19,2.54058,2.54568,2.53294,2.53548,2.5363,55038
2/25/19,2.58011,2.58011,2.55463,2.56737,2.56,162079
2/26/19,2.58001,2.58001,2.54561,2.55453,2.551,65000
2/27/19,2.55434,2.57345,2.54542,2.55434,2.5487,241872
2/28/19,2.56057,2.56057,2.54274,2.54274,2.5535,96600
3/1/19,2.55456,2.56093,2.54819,2.55456,2.5581,38982
3/4/19,2.5608,2.57991,2.5608,2.57991,2.5746,117023
3/5/19,2.56694,2.56694,2.54784,2.56057,2.5541,13162
3/6/19,2.57968,2.64338,2.54529,2.54529,2.5487,284397
3/7/19,2.54529,2.61153,2.52745,2.53255,2.5349,57020
3/8/19,2.53252,2.53252,2.50449,2.50449,2.5107,133100
3/11/19,2.50449,2.52233,2.49939,2.52233,2.5138,89278
3/12/19,2.54526,2.56054,2.54526,2.5478,2.5545,55304
3/13/19,2.54777,2.57325,2.54522,2.55414,2.5587,20380
3/14/19,2.56051,2.57962,2.56051,2.56688,2.5676,292753
3/15/19,2.55417,2.57965,2.55417,2.57965,2.5793,33100
3/18/19,2.6115,2.6115,2.57965,2.59239,2.5868,25700
3/19/19,2.57328,2.60513,2.57328,2.60513,2.5963,90227
3/20/19,2.59236,2.59873,2.58599,2.59236,2.5917,19103
3/21/19,2.59952,2.60589,2.58041,2.58041,2.5894,34403
3/22/19,2.61226,2.61863,2.60589,2.61226,2.6142,56202
3/25/19,2.59365,2.59365,2.54904,2.55541,2.5599,130837
3/26/19,2.56714,2.57988,2.56714,2.56714,2.5732,48400
3/27/19,2.57354,2.59265,2.57354,2.59265,2.584,45300
3/28/19,2.56054,2.57328,2.56054,2.56691,2.5623,48559
3/29/19,2.57965,2.59239,2.57965,2.58602,2.581,132151
4/1/19,2.59879,2.61153,2.59879,2.61153,2.6051,107433
4/2/19,2.61153,2.62427,2.61153,2.6179,2.6139,77017
4/3/19,2.6244,2.63714,2.6244,2.63077,2.6281,47409
4/4/19,2.63091,2.63091,2.62454,2.63091,2.6302,187548
4/5/19,2.63091,2.63091,2.62454,2.63091,2.6302,187548
4/8/19,2.63825,2.64463,2.63825,2.63825,2.6418,16798
4/9/19,2.64594,2.64594,2.63957,2.64594,2.6444,52016
4/10/19,2.6348,2.64756,2.62842,2.62842,2.6307,120370
4/11/19,2.63909,2.64547,2.63909,2.63909,2.6437,41450
4/12/19,2.64574,2.64574,2.63936,2.64574,2.6426,17529
4/15/19,2.65333,2.65971,2.64695,2.65333,2.6538,116517
4/16/19,2.65174,2.65812,2.65174,2.65812,2.6568,23141
4/17/19,2.65798,2.66436,2.62611,2.65798,2.6487,50500
4/18/19,2.65096,2.66371,2.61273,2.64459,2.637,63000
4/19/19,2.65096,2.66371,2.61273,2.64459,2.637,63000
4/22/19,2.65096,2.66371,2.61273,2.64459,2.637,63000
4/23/19,2.64557,2.66469,2.64557,2.65832,2.6553,73821
4/24/19,2.67134,2.68409,2.67134,2.67134,2.6825,515974
4/25/19,2.67717,2.68992,2.67717,2.67717,2.6832,156705
4/26/19,2.67093,2.67731,2.66456,2.67093,2.6705,53400
4/29/19,2.68372,2.69647,2.68372,2.69009,2.6887,62442
4/30/19,2.70859,2.71497,2.67673,2.68947,2.6969,38523
5/1/19,2.70859,2.71497,2.67673,2.68947,2.6969,38523
5/2/19,2.67734,2.67734,2.66459,2.67097,2.6735,115260
5/3/19,2.67683,2.67683,2.66408,2.67046,2.6688,84066
5/6/19,2.67046,2.6832,2.63859,2.64496,2.6466,134621
5/7/19,2.6694,2.68214,2.65666,2.67577,2.6657,62800
5/8/19,2.6691,2.6691,2.63725,2.64362,2.6418,110062
5/9/19,2.63735,2.64372,2.60549,2.61186,2.6206,106321
5/10/19,2.6119,2.64375,2.6119,2.62464,2.6263,79595
5/13/19,2.6119,2.64375,2.6119,2.62464,2.6263,79595
5/14/19,2.57338,2.60523,2.56701,2.58612,2.5826,150002
5/15/19,2.59876,2.60513,2.59239,2.59239,2.5986,37169
5/16/19,2.59886,2.6116,2.59886,2.59886,2.6023,11924
5/17/19,2.6243,2.63704,2.61793,2.63067,2.6281,96997
5/20/19,2.63074,2.63074,2.618,2.62437,2.6235,89297
5/21/19,2.61793,2.61793,2.6052,2.61156,2.6128,34279
5/22/19,2.62424,2.62424,2.61787,2.61787,2.6207,12864
5/23/19,2.61173,2.63084,2.59262,2.59262,2.6031,58125
5/24/19,2.57361,2.59272,2.57361,2.59272,2.5879,42764
5/27/19,2.59255,2.59892,2.58618,2.59892,2.5922,30815
5/28/19,2.60529,2.60529,2.59892,2.59892,2.6035,26438
5/29/19,2.56711,2.56711,2.55437,2.55437,2.5609,61400
5/30/19,2.54842,2.56116,2.54842,2.56116,2.5538,45800
5/31/19,2.55076,2.55076,2.53035,2.53035,2.5407,34600
6/3/19,2.51401,2.52932,2.50124,2.50124,2.512,88524
6/4/19,2.50944,2.52984,2.50944,2.52729,2.5189,97173
6/5/19,2.56992,2.58268,2.56355,2.5763,2.5785,49800
6/6/19,2.58291,2.59566,2.58291,2.59566,2.5885,44976
6/7/19,2.58291,2.59566,2.58291,2.59566,2.5885,44976
6/10/19,2.62648,2.65198,2.62648,2.6456,2.6424,114822
6/11/19,2.66046,2.66684,2.64132,2.66046,2.6599,128273
6/12/19,2.6456,2.66478,2.63921,2.65199,2.6497,119552
6/13/19,2.63787,2.64425,2.63787,2.64425,2.6437,69841
6/14/19,2.64483,2.67038,2.64483,2.66399,2.6618,46481
6/17/19,2.66185,2.681,2.65547,2.66823,2.667,55588
6/18/19,2.68151,2.68151,2.66236,2.66236,2.6656,21474
6/19/19,2.68422,2.71618,2.67783,2.69061,2.6839,50434
6/20/19,2.69447,2.70727,2.69447,2.70727,2.701,61093
6/21/19,2.72052,2.72052,2.70132,2.70772,2.7072,30450
6/24/19,2.70194,2.72755,2.70194,2.72115,2.7174,79678
6/25/19,2.72671,2.72671,2.70111,2.70111,2.708,17778
6/26/19,2.68972,2.69613,2.67691,2.68972,2.6894,36985
6/27/19,2.69357,2.69997,2.68078,2.69357,2.6915,17108
6/28/19,2.70132,2.70132,2.68852,2.70132,2.6979,54045
7/1/19,2.70132,2.70132,2.68852,2.70132,2.6979,54045
7/2/19,2.70478,2.74965,2.70478,2.7176,2.7258,38496
7/3/19,2.71879,2.75085,2.71237,2.74443,2.7403,140236
7/4/19,2.72277,2.75487,2.72277,2.74845,2.7391,92632
7/5/19,2.74507,2.7579,2.74507,2.75148,2.7493,56461
7/8/19,2.74398,2.74398,2.72474,2.73757,2.736,44698
7/9/19,2.73367,2.73367,2.71447,2.72087,2.7233,26127
7/10/19,2.71836,2.73755,2.71836,2.73116,2.7282,31200
7/11/19,2.74859,2.76137,2.74859,2.75498,2.7517,96400
7/12/19,2.77323,2.77323,2.7285,2.76045,2.7547,82112
7/15/19,2.74701,2.78534,2.74701,2.77256,2.761,38024
7/16/19,2.78858,2.78858,2.7502,2.763,2.7648,53563
7/17/19,2.77717,2.78997,2.74518,2.75798,2.753,29025
7/18/19,2.75688,2.75688,2.7185,2.73769,2.7304,24649
7/19/19,2.74099,2.7602,2.72818,2.73459,2.742,136528
7/22/19,2.73994,2.74634,2.71433,2.72073,2.7196,27764
7/23/19,2.75267,2.81669,2.72066,2.73346,2.7359,69475
7/24/19,2.73217,2.74497,2.73217,2.73857,2.7421,102206
7/25/19,2.78951,2.78951,2.75112,2.75112,2.7541,26302
7/26/19,2.74961,2.74961,2.74321,2.74321,2.7452,42252
7/29/19,2.74248,2.79362,2.74248,2.76165,2.7546,88475
7/30/19,2.7606,2.79255,2.7606,2.7606,2.7641,26156
7/31/19,2.75922,2.77838,2.74645,2.74645,2.7523,23600
8/1/19,2.72763,2.78512,2.70847,2.71486,2.7316,235215
8/2/19,2.70225,2.71503,2.67031,2.6767,2.6862,158259
8/5/19,2.67189,2.67189,2.63363,2.64638,2.6463,66583
8/6/19,2.60882,2.62157,2.55141,2.59606,2.579,238780
8/7/19,2.63926,2.64564,2.60101,2.62014,2.6142,68634
8/8/19,2.62745,2.64658,2.62745,2.63383,2.637,96851
8/9/19,2.67127,2.67765,2.67127,2.67765,2.6757,90102
8/12/19,2.65734,2.70194,2.65734,2.66371,2.674,120407
8/13/19,2.67025,2.67663,2.61927,2.61927,2.6286,75860
8/14/19,2.62537,2.68272,2.62537,2.65724,2.6661,91615
