Date,Open Price,High Price,Low Price,Last Price,VWAP (Vol Weighted Average Price),Volume
10/2/15,1.75998,1.75998,1.74707,1.75482,1.7533,55400
10/5/15,1.7703,1.77804,1.7703,1.77804,1.7717,37600
10/6/15,1.79608,1.80124,1.79608,1.79866,1.7983,119300
10/7/15,1.79353,1.81159,1.79353,1.81159,1.798,120700
10/8/15,1.81159,1.81159,1.80385,1.80385,1.8041,32824
10/9/15,1.80645,1.83484,1.80645,1.8271,1.8274,3000
10/12/15,1.84514,1.84514,1.82965,1.8374,1.8325,147200
10/13/15,1.84514,1.84514,1.83223,1.83223,1.8352,27600
10/14/15,1.82449,1.82449,1.81675,1.81933,1.8195,28000
10/15/15,1.82191,1.82707,1.82191,1.82707,1.8254,14900
10/16/15,1.8374,1.84514,1.8374,1.83998,1.8401,25901
10/19/15,1.84516,1.8529,1.84258,1.85032,1.8464,18700
10/20/15,1.8503,1.8503,1.8503,1.8503,1.8503,200
10/21/15,1.8503,1.8503,1.8503,1.8503,1.8503,200
10/22/15,1.84251,1.84251,1.83993,1.83993,1.8403,14000
10/23/15,1.87355,1.87613,1.87355,1.87613,1.8739,77200
10/26/15,1.88129,1.88387,1.88129,1.88129,1.8821,10700
10/27/15,1.88643,1.88643,1.88127,1.88127,1.8832,6600
10/28/15,1.88382,1.88382,1.88382,1.88382,1.8838,6200
10/29/15,1.89161,1.89935,1.89161,1.89935,1.8975,21600
10/30/15,1.90191,1.91223,1.90191,1.91223,1.9079,36900
11/2/15,1.91218,1.91218,1.8838,1.8838,1.8921,17400
11/3/15,1.91472,1.91472,1.90955,1.91213,1.9111,19000
11/4/15,1.9198,1.92496,1.91722,1.9198,1.9221,38000
11/5/15,1.90943,1.91201,1.90685,1.91201,1.909,17000
11/6/15,1.90948,1.91206,1.90432,1.90948,1.9053,55401
11/9/15,1.91186,1.91444,1.90928,1.90928,1.9096,77000
11/10/15,1.90417,1.90417,1.89127,1.89643,1.896,12500
11/11/15,1.89926,1.90184,1.89152,1.89926,1.8971,35100
11/12/15,1.89419,1.89677,1.88903,1.89419,1.8932,36300
11/13/15,1.86807,1.86807,1.86549,1.86807,1.8665,42800
11/16/15,1.83955,1.84471,1.83181,1.84213,1.8377,43200
11/17/15,1.88377,1.88377,1.87087,1.87345,1.8765,89700
11/18/15,1.87082,1.87082,1.86824,1.86824,1.8704,15500
11/19/15,1.89673,1.90447,1.89673,1.90189,1.9025,19700
11/20/15,1.89933,1.90191,1.88901,1.90191,1.891,55000
11/23/15,1.91476,1.91476,1.90702,1.90702,1.9146,10300
11/24/15,1.90707,1.90707,1.89933,1.90449,1.9036,24500
11/25/15,1.90434,1.90692,1.90434,1.90434,1.9047,3900
11/26/15,1.90439,1.90955,1.90439,1.90439,1.9074,6600
11/27/15,1.90439,1.90955,1.90439,1.90697,1.9069,25300
11/30/15,1.90901,1.90901,1.90127,1.90385,1.9048,85300
12/1/15,1.90398,1.90914,1.90398,1.90398,1.9042,130200
12/2/15,1.91211,1.92243,1.91211,1.91727,1.9202,46900
12/3/15,1.91737,1.91737,1.89931,1.90447,1.9062,5500
12/4/15,1.90707,1.90707,1.87352,1.8761,1.8775,35900
12/7/15,1.90705,1.90705,1.90189,1.90189,1.9043,9303
12/8/15,1.89397,1.89397,1.88881,1.89139,1.8937,16200
12/9/15,1.89149,1.89665,1.88375,1.88633,1.8874,25000
12/10/15,1.8761,1.8761,1.87094,1.87094,1.8711,16500
12/11/15,1.87598,1.87598,1.8734,1.8734,1.8757,31300
12/14/15,1.9301,1.9301,1.83721,1.85011,1.8417,58300
12/15/15,1.84767,1.85025,1.84251,1.84251,1.846,43500
12/16/15,1.86559,1.87333,1.86559,1.87333,1.8677,10000
12/17/15,1.88862,1.8912,1.88346,1.88604,1.8889,79000
12/18/15,1.85223,1.91157,1.84965,1.84965,1.8647,81600
12/21/15,1.83427,1.83685,1.83427,1.83685,1.8358,30900
12/22/15,1.84973,1.85231,1.84973,1.85231,1.8499,7600
12/23/15,1.8606,1.86834,1.8606,1.86576,1.8639,32300
12/24/15,1.88095,1.88353,1.87837,1.87837,1.8812,8800
12/25/15,1.88095,1.88353,1.87837,1.87837,1.8812,8800
12/28/15,1.8811,1.8811,1.87852,1.87852,1.8791,27100
12/29/15,1.88377,1.88377,1.87861,1.87861,1.8801,3900
12/30/15,1.89911,1.90169,1.89395,1.89911,1.8972,42400
12/31/15,1.88643,1.88643,1.88127,1.88127,1.8842,23300
1/1/16,1.88643,1.88643,1.88127,1.88127,1.8842,23300
1/4/16,1.88356,1.88356,1.83969,1.84227,1.8505,135200
1/5/16,1.84215,1.84215,1.83699,1.83699,1.8379,37700
1/6/16,1.82906,1.82906,1.81874,1.8239,1.827,184000
1/7/16,1.82336,1.82336,1.7821,1.78468,1.7957,73500
1/8/16,1.77233,1.79551,1.77233,1.79036,1.7831,174829
1/11/16,1.79138,1.79138,1.73983,1.75271,1.7497,115900
1/12/16,1.75199,1.75457,1.73911,1.74941,1.7476,143600
1/13/16,1.7783,1.78346,1.77057,1.77315,1.7772,97600
1/14/16,1.77016,1.77016,1.72135,1.73419,1.7264,75200
1/15/16,1.74408,1.74408,1.73382,1.73895,1.7392,21000
1/18/16,1.71801,1.72314,1.71289,1.71545,1.7183,44600
1/19/16,1.7248,1.74271,1.72224,1.74271,1.7282,12800
1/20/16,1.71705,1.71705,1.68383,1.68638,1.6899,48300
1/21/16,1.70509,1.71021,1.67949,1.68717,1.6914,45900
1/22/16,1.71203,1.72743,1.70433,1.72743,1.7181,72000
1/25/16,1.74029,1.74286,1.73259,1.73772,1.7398,29100
1/26/16,1.71951,1.74261,1.70155,1.70155,1.7128,107100
1/27/16,1.72398,1.72911,1.71629,1.72398,1.7201,176900
1/28/16,1.72407,1.72664,1.71381,1.72407,1.7177,105900
1/29/16,1.72146,1.74201,1.72146,1.73944,1.736,132600
2/1/16,1.76429,1.76429,1.75915,1.76429,1.7616,28100
2/2/16,1.75952,1.75952,1.75182,1.75695,1.7565,29900
2/3/16,1.73115,1.75166,1.72602,1.73884,1.7285,47000
2/4/16,1.75128,1.75898,1.75128,1.75385,1.7544,6600
2/5/16,1.74578,1.75862,1.74065,1.74322,1.7486,34038
2/8/16,1.74578,1.75862,1.74065,1.74322,1.7486,34038
2/9/16,1.74578,1.75862,1.74065,1.74322,1.7486,34038
2/10/16,1.74578,1.75862,1.74065,1.74322,1.7486,34038
2/11/16,1.73186,1.73186,1.67541,1.68054,1.678,91400
2/12/16,1.79789,1.79789,1.66947,1.67204,1.672,40600
2/15/16,1.71327,1.72097,1.71327,1.7184,1.7155,11300
2/16/16,1.73029,1.73029,1.72259,1.72772,1.729,32400
2/17/16,1.72885,1.73142,1.72115,1.72372,1.7287,53600
2/18/16,1.76083,1.76341,1.76083,1.76341,1.7631,115900
2/19/16,1.75491,1.75748,1.75233,1.75491,1.7533,17300
2/22/16,1.75554,1.76326,1.75554,1.76326,1.7566,21200
2/23/16,1.76317,1.76317,1.76317,1.76317,1.7632,12500
2/24/16,1.75043,1.75301,1.75043,1.75301,1.7504,6500
2/25/16,1.76834,1.76834,1.75547,1.76062,1.7621,23600
2/26/16,1.77756,1.78785,1.77756,1.78528,1.7867,53300
2/29/16,1.77984,1.77984,1.7644,1.76955,1.7709,41700
3/1/16,1.76296,1.76811,1.76039,1.76811,1.762,18600
3/2/16,1.80621,1.81392,1.80621,1.80878,1.8111,24900
3/3/16,1.81699,1.81699,1.81184,1.81441,1.8153,137900
3/4/16,1.81893,1.82408,1.81893,1.82408,1.8238,90700
3/7/16,1.82331,1.82331,1.81558,1.82073,1.8194,43420
3/8/16,1.81813,1.81813,1.81556,1.81813,1.8178,106100
3/9/16,1.81319,1.81577,1.81319,1.81319,1.814,14800
3/10/16,1.82378,1.82378,1.81605,1.81605,1.8187,18700
3/11/16,1.81729,1.83276,1.81729,1.83276,1.8253,12200
3/14/16,1.85326,1.85326,1.84295,1.84295,1.8477,12000
3/15/16,1.84004,1.84262,1.83746,1.83746,1.8426,43200
3/16/16,1.84212,1.84727,1.84212,1.8447,1.8451,139000
3/17/16,1.86198,1.86971,1.85682,1.86198,1.8636,66900
3/18/16,1.86195,1.86453,1.86195,1.86453,1.8635,19900
3/21/16,1.86762,1.8702,1.86504,1.86762,1.8677,21500
3/22/16,1.8701,1.87268,1.8701,1.8701,1.8711,19900
3/23/16,1.87241,1.87241,1.87241,1.87241,1.8724,36000
3/24/16,1.85577,1.86608,1.85319,1.85319,1.8559,78800
3/25/16,1.85577,1.86608,1.85319,1.85319,1.8559,78800
3/28/16,1.85577,1.86608,1.85319,1.85319,1.8559,78800
3/29/16,1.86938,1.86938,1.86422,1.8668,1.8663,3500
3/30/16,1.88304,1.89078,1.87789,1.8882,1.8836,36400
3/31/16,1.88755,1.88755,1.87981,1.87981,1.8805,50000
4/1/16,1.88261,1.88261,1.86713,1.86713,1.8711,42500
4/4/16,1.88261,1.88261,1.86713,1.86713,1.8711,42500
4/5/16,1.88227,1.88227,1.87195,1.87195,1.8767,7700
4/6/16,1.86938,1.87453,1.86938,1.87195,1.8722,11400
4/7/16,1.88193,1.88451,1.87935,1.87935,1.8803,10100
4/8/16,1.86673,1.87188,1.86415,1.87188,1.8686,24611
4/11/16,1.87232,1.8749,1.862,1.8749,1.8659,48800
4/12/16,1.86219,1.86219,1.85961,1.85961,1.8599,7800
4/13/16,1.88239,1.8927,1.88239,1.88497,1.8856,54300
4/14/16,1.89256,1.89771,1.89256,1.89514,1.8932,34700
4/15/16,1.89813,1.90329,1.89555,1.89555,1.8982,19700
4/18/16,1.88781,1.89039,1.88266,1.88524,1.8848,53200
4/19/16,1.90847,1.91879,1.90847,1.91879,1.9109,17500
4/20/16,1.9082,1.91078,1.9082,1.91078,1.9083,15200
4/21/16,1.91554,1.92328,1.91554,1.9207,1.9198,49100
4/22/16,1.90538,1.90538,1.9028,1.90538,1.9041,8100
4/25/16,1.9056,1.91075,1.90044,1.90044,1.9068,5900
4/26/16,1.9057,1.90827,1.9057,1.90827,1.9072,5000
4/27/16,1.9081,1.9081,1.90294,1.90552,1.9049,23000
4/28/16,1.91056,1.91829,1.90024,1.90024,1.9066,91900
4/29/16,1.90017,1.90017,1.88986,1.89244,1.8951,22300
5/2/16,1.90017,1.90017,1.88986,1.89244,1.8951,22300
5/3/16,1.89622,1.8988,1.89107,1.89107,1.896,42200
5/4/16,1.88368,1.88368,1.87595,1.8811,1.8789,15200
5/5/16,1.87573,1.87831,1.87573,1.87831,1.8771,7600
5/6/16,1.87619,1.87619,1.86588,1.86846,1.8705,38200
5/9/16,1.87804,1.88062,1.87289,1.87804,1.8782,37207
5/10/16,1.87829,1.89117,1.87829,1.89117,1.8835,103500
5/11/16,1.90191,1.90191,1.89676,1.89676,1.8988,31400
5/12/16,1.89453,1.89453,1.88421,1.88421,1.8874,11400
5/13/16,1.8804,1.8804,1.8701,1.87267,1.8731,58800
5/16/16,1.86776,1.87034,1.86776,1.87034,1.8683,11200
5/17/16,1.87053,1.89114,1.87053,1.89114,1.8876,70800
5/18/16,1.87022,1.87022,1.86507,1.86507,1.8688,10100
5/19/16,1.86658,1.86658,1.86144,1.86401,1.8629,18400
5/20/16,1.86399,1.87171,1.86399,1.86913,1.8665,4700
5/23/16,1.87455,1.8797,1.87197,1.87197,1.8747,31800
5/24/16,1.87166,1.87424,1.87166,1.87424,1.8717,34900
5/25/16,1.89794,1.90309,1.89794,1.90309,1.9,3900
5/26/16,1.90584,1.90842,1.90327,1.90842,1.9069,42100
5/27/16,1.90822,1.91595,1.90822,1.9108,1.9116,42400
5/30/16,1.91266,1.9281,1.91266,1.92553,1.9245,64600
5/31/16,1.92548,1.92548,1.92033,1.9229,1.9237,19100
6/1/16,1.92006,1.93035,1.91234,1.91234,1.9205,73800
6/2/16,1.91226,1.91998,1.91226,1.91998,1.918,31200
6/3/16,1.92845,1.92845,1.92587,1.92587,1.9281,45800
6/6/16,1.9234,1.9234,1.91825,1.9234,1.92,20800
6/7/16,1.92862,1.93635,1.92605,1.93635,1.9283,122226
6/8/16,1.93267,1.93267,1.93009,1.93267,1.9319,22500
6/9/16,1.93267,1.93267,1.93009,1.93267,1.9319,22500
6/10/16,1.93217,1.93474,1.92959,1.92959,1.9325,39800
6/13/16,1.91944,1.91944,1.91171,1.91428,1.913,5500
6/14/16,1.91465,1.91465,1.90177,1.90177,1.906,98400
6/15/16,1.89924,1.90439,1.89666,1.90439,1.9007,11500
6/16/16,1.89936,1.89936,1.89163,1.89163,1.8957,19000
6/17/16,1.90425,1.90425,1.90425,1.90425,1.9042,2200
6/20/16,1.91473,1.9173,1.91473,1.9173,1.9148,5600
6/21/16,1.91529,1.91529,1.91272,1.91272,1.9139,14500
6/22/16,1.91286,1.91544,1.91286,1.91286,1.9135,18800
6/23/16,1.92062,1.92062,1.91804,1.92062,1.9205,19800
6/24/16,1.86892,1.87665,1.83541,1.8715,1.8531,69700
6/27/16,1.85536,1.91978,1.84763,1.86567,1.8573,73400
6/28/16,1.84297,1.91257,1.8404,1.84813,1.8563,71900
6/29/16,1.86109,1.87398,1.86109,1.87398,1.8704,78700
6/30/16,1.89705,1.90479,1.89705,1.89963,1.8992,37400
7/1/16,1.89705,1.90479,1.89705,1.89963,1.8992,37400
7/4/16,1.918,1.92831,1.918,1.92831,1.9228,26000
7/5/16,1.92035,1.92035,1.91262,1.91262,1.9155,18900
7/6/16,1.90746,1.90746,1.89715,1.90746,1.9017,59700
7/7/16,1.92038,1.92038,1.9178,1.92038,1.92,14300
7/8/16,1.9206,1.9206,1.91286,1.91802,1.917,3431
7/11/16,1.9464,1.96445,1.94125,1.94125,1.9491,71500
7/12/16,1.94891,1.95664,1.94117,1.95664,1.9488,39900
7/13/16,1.95717,1.96233,1.95717,1.96233,1.9589,54400
7/14/16,1.96018,1.97823,1.96018,1.97565,1.9668,53700
7/15/16,1.98599,1.98599,1.97052,1.9731,1.9752,45300
7/18/16,1.9781,1.98584,1.97553,1.9781,1.9771,23500
7/19/16,1.97535,1.97535,1.97019,1.97019,1.972,4900
7/20/16,1.97277,1.97793,1.97019,1.97535,1.9741,25900
7/21/16,1.97519,1.98809,1.97519,1.98551,1.9872,167700
7/22/16,1.98523,1.99812,1.97491,1.97749,1.9794,35600
7/25/16,1.99059,1.99059,1.98285,1.98543,1.9853,13900
7/26/16,1.9801,1.98525,1.97752,1.97752,1.9803,4700
7/27/16,1.9801,1.98525,1.9801,1.98267,1.9829,9100
7/28/16,1.97775,1.98548,1.97775,1.9829,1.9831,21700
7/29/16,1.98221,1.98479,1.97706,1.98479,1.98,25800
8/1/16,1.98686,1.99459,1.98428,1.99201,1.9904,37100
8/2/16,1.98686,1.99459,1.98428,1.99201,1.9904,37100
8/3/16,1.97703,1.97703,1.9693,1.9693,1.9714,50300
8/4/16,1.97765,1.97765,1.97507,1.97765,1.9761,5500
8/5/16,1.98319,1.98319,1.98061,1.98319,1.9814,24700
8/8/16,1.99301,1.99817,1.99301,1.99559,1.9951,25510
8/9/16,1.99314,1.99572,1.99314,1.99314,1.9934,98600
8/10/16,1.99306,1.99822,1.98533,1.99564,1.9931,46300
8/11/16,2.12733,2.12733,1.99067,1.99067,1.9974,6100
8/12/16,1.99317,1.99832,1.99317,1.99832,1.9967,3300
8/15/16,2.024,2.024,1.99564,1.99564,1.9997,29700
8/16/16,2.00134,2.00134,1.99876,1.99876,1.9989,21800
8/17/16,1.99868,1.99868,1.99095,1.99095,1.9911,19900
8/18/16,1.99141,1.99657,1.99141,1.99657,1.995,19300
8/19/16,1.99907,2.00165,1.99649,1.99649,1.9984,33500
8/22/16,1.99399,1.99657,1.98883,1.99399,1.9928,14000
8/23/16,1.99667,1.99667,1.99409,1.99667,1.9952,6020
8/24/16,1.99892,2.0015,1.99634,2.0015,1.998,17220
8/25/16,1.98834,2.00124,1.98834,1.98834,1.9929,24900
8/26/16,1.98548,1.98806,1.98548,1.98548,1.9868,13500
8/29/16,1.98819,1.99077,1.98561,1.98819,1.9887,56200
8/30/16,2.00054,2.00054,1.99023,1.99281,1.9943,44000
8/31/16,1.99051,1.99051,1.98793,1.99051,1.9903,7200
9/1/16,1.98523,1.99812,1.98523,1.99038,1.988,21200
9/2/16,1.98569,1.98827,1.98311,1.98827,1.9867,12700
9/5/16,1.99608,1.99866,1.9935,1.99608,1.9969,25000
9/6/16,1.99595,1.99595,1.99337,1.99595,1.9958,17700
9/7/16,2.00101,2.00101,1.99585,1.99585,1.9984,37108
9/8/16,2.0009,2.00348,1.99832,2.00348,2.0013,14000
9/9/16,1.99306,1.99564,1.99049,1.99049,1.9928,11800
9/12/16,1.97221,1.97221,1.91807,1.93354,1.9318,71600
9/13/16,1.96435,1.96693,1.96177,1.96435,1.9645,31400
9/14/16,1.99783,1.99783,1.94628,1.94886,1.9491,15100
9/15/16,1.94633,1.94891,1.93859,1.94375,1.943,88300
9/16/16,1.94633,1.94891,1.93859,1.94375,1.943,88300
9/19/16,1.95677,1.9645,1.94388,1.9645,1.9576,26000
9/20/16,1.95934,1.96708,1.95934,1.9645,1.9608,17000
9/21/16,1.97009,1.97009,1.95204,1.96751,1.9639,23700
9/22/16,1.97272,1.97787,1.97272,1.97787,1.9768,28000
9/23/16,1.99056,2.00346,1.99056,1.99314,1.994,25000
9/26/16,1.98324,1.98582,1.97034,1.97034,1.982,28400
9/27/16,1.96779,1.98068,1.96005,1.97553,1.9646,31400
9/28/16,1.97575,1.99897,1.97318,1.98091,1.9813,30300
9/29/16,1.99853,1.99853,1.99079,1.99079,1.9941,24800
9/30/16,1.96761,1.9934,1.96245,1.96245,1.9751,119300
10/3/16,1.99843,1.99843,1.9778,1.9778,1.9889,5500
10/4/16,1.98541,1.9983,1.98541,1.99572,1.9908,19300
10/5/16,1.97234,1.97491,1.96718,1.97234,1.9688,23600
10/6/16,1.97731,1.97989,1.97216,1.97989,1.9753,22400
10/7/16,1.97463,1.98752,1.96948,1.96948,1.9772,49814
10/10/16,1.97463,1.98752,1.96948,1.96948,1.9772,49814
10/11/16,1.98234,1.98234,1.97976,1.97976,1.981,9900
10/12/16,1.96973,1.97231,1.95168,1.95426,1.9626,51600
10/13/16,1.9465,1.95682,1.93619,1.93877,1.9451,37600
10/14/16,1.95131,1.95131,1.94357,1.95131,1.9475,25300
10/17/16,1.94605,1.94863,1.9409,1.9409,1.9449,41500
10/18/16,1.94868,1.95641,1.94868,1.95641,1.9531,49100
10/19/16,1.95421,1.95679,1.95163,1.95163,1.9547,32200
10/20/16,1.96435,1.96693,1.95919,1.95919,1.9647,9400
10/21/16,1.96435,1.96693,1.95919,1.95919,1.9647,9400
10/24/16,1.95929,1.96187,1.95672,1.96187,1.959,900
10/25/16,1.96217,1.96991,1.9596,1.96733,1.9629,71400
10/26/16,1.96738,1.96738,1.94933,1.95191,1.9499,13700
10/27/16,1.95231,1.95231,1.94716,1.95231,1.9509,11300
10/28/16,1.95001,1.95001,1.94227,1.94485,1.9456,18200
10/31/16,1.93929,1.95219,1.93929,1.94445,1.9446,143900
11/1/16,1.94711,1.95226,1.94195,1.94968,1.9506,91100
11/2/16,1.92382,1.95477,1.91866,1.9264,1.9257,111700
11/3/16,1.92637,1.92637,1.91348,1.91606,1.9199,32800
11/4/16,1.92365,1.92365,1.90818,1.90818,1.9138,104100
11/7/16,1.92628,1.93401,1.92628,1.93401,1.9322,139027
